"shipname","captaina","yearam","fate","fate2","fate3","fate4","slamimp","vymrtrat"
"Aimable Socorro","Inza, J","1823","1","1","14","1","159.7414"," "
"Descamisada","Sandrino, Juan","1823","1","1","14","1","300"," "
"Liberal","Sanjurgo, Antonio","1823","1","1","14","1","159.7414"," "
"Victor","Guillon, A P","1824","1","1","14","1","249.8848"," "
"Agile","Gouyt, Honoré","1824","1","1","14","1","249.8848"," "
"Orestes","Zurbano, D","1824","1","1","14","1","249.8848"," "
"Teresa","Sandrino, J","1824","1","1","14","1","249.8848"," "
"Aimable Socorro","Castello, G","1824","1","1","14","1","159.7414"," "
"Chatica","Inza, J","1824","1","1","14","1","159.7414"," "
"Vengador","Zorrilla, J","1824","1","1","14","1","249.8848"," "
"Indomable","Sangredas, J","1824","1","1","14","1","159.7414"," "
"Española","Luna, P G de","1824","1","1","14","1","159.7414"," "
"Especuladora","Manzana, S","1824","1","1","14","1","159.7414"," "
"Paulita","Sanjurgo, A","1824","1","1","14","1","159.7414"," "
"Felicana","Anlet, J","1824","1","1","14","1","159.7414"," "
"Serafina","Artoche, José","1824","1","1","14","1","159.7414"," "
"Nicanor","Marques, D","1824","1","1","14","1","159.7414"," "
"Tranquillidad","Mandial, J","1824","1","1","14","1","159.7414"," "
"Marie","Soret, Pierre","1824","1","1","14","1","249.8848"," "
"Bella Dolores","Guerrero, Antonio","1824","49","1","14","1","209.7553"," "
"Tâmega","Vilasboas, José da Silva","1823","1","1","14","1","597","0.026101142"
"Zéfiro","Silva, Manoel João Neves da","1823","1","1","14","1","286"," "
"Belisário","Vitório, Augusto José","1823","49","1","14","1","300"," "
"Vencedor","Ferreira, José dos Santos","1823","1","1","14","1","264","0.003773585"
"Primeira Estrela","Rodrigues, Cosme José","1823","1","1","14","1","154"," "
"Zéfiro","Silva, João Neri da","1823","1","1","14","1","299"," "
"Maria da Glória","Fonseca, João José da","1823","1","1","14","1","378"," "
"Vencedor","Ferreira, José dos Santos","1823","1","1","14","1","394"," "
"Liberal","Machado, Manoel de Souza","1823","1","1","14","1","281","0.034364261"
"S José Diligente Vulcano","Costa, Silvestre Manoel Pereira da","1823","1","1","14","1","297","0.148997135"
"Liberal"," ","1823","1","1","14","1","118"," "
"Triunfo da Inveja","Batista, Manoel João","1823","1","1","14","1","302"," "
"Maria","Pusiah, Jerônimo Antônio","1823","1","1","14","1","212"," "
"Tejo","Conceição, José Maria da","1824","1","1","14","1","339","0.020231214"
"Vigilante","Carvalho, Francisco Cândido da Silva e","1824","1","1","14","1","474","0.204697987"
"Santana Flor de Luanda","Braga, Antônio Manoel de Azevedo","1824","1","1","14","1","553","0.022968198"
"Minerva","Braga, João Ribeiro de Castro","1824","1","1","14","1","378","0.268858801"
"Nove de Janeiro","Lontra, Rafael Inácio da Fonseca","1824","1","1","14","1","487","0.182885906"
"S Rosa","Faria, Manoel de Jesus","1824","1","1","14","1","393"," "
"Indústria","Seixas, Valeriano José de","1824","49","1","14","1","594","0.0496"
"Pastora de Lima","Oliveira, José Malaquias de","1824","1","1","14","1","435","0.068522484"
"Bela Emiliana","Flores, Manoel Lopes","1824","1","1","14","1","199","0.014851485"
"Império do Brasil","Menezes, Antônio Joaquim de","1824","1","1","14","1","337","0.165841584"
"General Rêgo","Alcântara, Marcelino José de","1824","49","1","14","1","551","0.081666667"
"Conde dos Arcos","Matos, João Vieira Barão de","1824","1","1","14","1","338","0.242152466"
"Zéfiro","Souza, Antônio Ferreira de","1824","1","1","14","1","477","0.079150579"
"Trajano","Silva, Manoel Francisco da","1824","1","1","14","1","413","0.229477612"
"S Antônio Destemido","Silva, José Leite da","1824","1","1","14","1","663","0.048780488"
"Adamastor","Lopes, Francisco da Silva","1824","1","1","14","1","262","0.415178571"
"Esperança","Loureiro, Joaquim José da Silva","1824","1","1","14","1","407","0.105494505"
"Vinte e Seis de Fevereiro","Branco, Paulo José","1824","1","1","14","1","545","0.109477124"
"Amizade dos Santos","Bastos, João Lopes de","1824","1","1","14","1","214","0.241134752"
"Boa União","Cunha, Ricardo Xavier da","1824","1","1","14","1","356","0.101010101"
"Visconde de S Lourenço","Cunha, Eusébio José da","1824","1","1","14","1","356","0.11662531"
"Quatro de Abril","Luz, José Joaquim da","1824","1","1","14","1","488","0.22169059"
"NS da Guia","Silva, Joaquim Arsênio da","1824","1","1","14","1","195","0.606854839"
"Polifemo","Pedrosa, Manoel Carvalho","1824","1","1","14","1","534","0.016574586"
"Henriqueta","Noronha, Manoel Joaquim de","1824","1","1","14","1","478","0.113172542"
"Lucrécia","Cardoso, Estevão José","1824","1","1","14","1","267","0.11"
"Novo Despique","Guimarães, Antônio José","1824","1","1","14","1","608"," "
"Lisboa","Medeiros, Francisco Antônio de","1824","1","1","14","1","433","0.01814059"
"S José Diligente","Branco, Antônio Rodrigues","1824","1","1","14","1","554","0.003597122"
"Ninfa do Brasil","Pereira, Joaquim José","1824","1","1","14","1","404","0.149473684"
"Reunião","Luz, Manoel Joaquim da","1824","1","1","14","1","192","0.03030303"
"Mercúrio","Paiva, João Martins de","1824","1","1","14","1","386","0.087470449"
"Mercantil","Lopes, João Crisóstomo Rodrigues","1824","1","1","14","1","337","0.21627907"
"Regeneradora","Fortes, Bento José Francisco","1824","1","1","14","1","240"," "
"Trajano","Melo, Francisco José de","1824","1","1","14","1","495","0.074766355"
"Bom Jesus Triunfo","Marques, Gregório Maria","1824","1","1","14","1","521","0.077876106"
"Amália","Pinto, Manoel José Gonçalves da Costa","1824","1","1","14","1","737","0.030263158"
"D Ana","Lessa, José dos Santos","1824","1","1","14","1","283","0.160237389"
"Tejo","Rodrigues, Francisco de Paula","1824","1","1","14","1","556","0.003584229"
"Bela Americana","Fontes, José Maria Pereira","1824","1","1","14","1","417","0.018823529"
"Caçador","Batalha, Luís Antônio","1824","1","1","14","1","554","0.014234875"
"Cometa","Moraes, José de","1824","1","1","14","1","666","0.002994012"
"Abismo","Carneiro, João Francisco","1824","1","1","14","1","325","0.044117647"
"S Rosa","Silveira, João Antônio da","1824","1","1","14","1","407"," "
"Santana Flor de Luanda","Braga, Antônio Manoel de Azevedo","1824","1","1","14","1","435","0.013605442"
"Príncipe Real","Oliveira, José Fernandes de","1824","1","1","14","1","476","0.028571429"
"Maria","Moreira, Dionísio José","1824","1","1","14","1","420","0.0625"
"Amazona","Santos, José Rodrigues dos","1824","1","1","14","1","487","0.00408998"
"Flora","Santos, José Antônio dos","1824","49","1","14","1","267","0.018382353"
"NS da Conceição e Sr dos Passos","Santos, José Vitorino dos","1824","1","1","14","1","390","0.041769042"
"Regeneradora","Fortes, Bento José Francisco","1824","1","1","14","1","270","0.01459854"
"Grão Penedo","Oliveira, Sérgio Ferreira de","1824","1","1","14","1","456","0.05"
"Desengano Feliz","Vieira, Francisco Manoel","1824","1","1","14","1","548","0.045296167"
"Desunião","Lemos, Domingos da Fonseca","1824","1","1","14","1","250"," "
"Marquês de Pombal","Blanchart, Manoel Pereira de Souza","1824","1","1","14","1","458","0.002178649"
"Príncipe Regente","Bondoso, Antônio José","1824","1","1","14","1","708","0.045822102"
"Ligeiro","Neves, Maximiliano José das","1824","1","1","14","1","398","0.026894866"
"Imperador do Brasil","Munhoz, Simão da Rocha","1824","1","1","14","1","480","0.043824701"
"Galiana","Abreu, Joaquim José Pereira de","1824","1","1","14","1","316","0.0125"
"S Antônio Destemido","Silva, José Leite da","1824","1","1","14","1","656","0.016491754"
"Amizade dos Santos","Bastos, José Lopes de","1824","1","1","14","1","321"," "
"Ninfa Habanera"," ","1825","1","1","14","1","400"," "
"Cherigota"," ","1825","1","1","14","1","93"," "
"Iris","Zurbano, Domingo","1825","1","1","14","1","317"," "
"Relâmpago"," ","1825","1","1","14","1","503"," "
"Anfitrite","Mayor, D Cristonal","1825","1","1","14","1","255"," "
"Angélina","Verrier, Gabriel","1825","1","1","14","1","300"," "
"Orestes","Vega, D Franco Greco","1825","1","1","14","1","260"," "
"Matilde"," ","1825","49","1","14","1","350"," "
"Barbarita","Blanco, Pedro","1825","1","1","14","1","190"," "
"Jeune Louis","Menard, Jean-Baptiste","1825","1","1","14","1","270","0.215116279"
"Dorotea (a) Deseada","Gardullo, J","1825","49","1","14","1","352"," "
"Sirius","Jouanne","1825","1","1","14","1","318"," "
"Teresa","Aresti, J B","1825","1","1","14","1","435"," "
"Minerva","Barnett, P","1825","1","1","14","1","182"," "
"Ninfa","Mandial, J","1825","1","1","14","1","245"," "
"Atrevida","Herrera, J A","1825","1","1","14","1","380"," "
"Alerta","Echevarria, Antonio","1825","49","1","14","1","450"," "
"Gaspard","Maillard, Louis Hyppolite","1825","1","1","14","1","300"," "
"Gustave","Héraud, Jean","1825","1","1","14","1","400"," "
"Nicanor","Telleache, J","1825","1","1","14","1","180"," "
"Iris","Echevarria, M S","1825","1","1","14","1","350"," "
"San José"," ","1825","1","1","14","1","480"," "
"Félicie","Berge, Jean Charles","1825","1","1","14","1","300"," "
"Victoria","Puenta, J de la","1825","1","1","14","1","250"," "
"Jacinta","Castro, F de","1825","49","1","14","1","250"," "
"Anfitrite","Seton, J","1825","49","1","14","1","180"," "
"Matilde","Sangreras, J","1825","49","1","14","1","360"," "
"Paulita","Aurecochea, J","1825","49","1","14","1","230"," "
"Conquistador","Sandrino, Juan","1825","49","1","14","1","525"," "
"Annibal"," ","1825","49","1","14","1","243"," "
"Joaquina"," ","1825","1","1","14","1","243"," "
" "," ","1825","1","1","14","1","243"," "
"Constante","Sanjurjo, Antonio","1825","1","1","14","1","500"," "
"União","Silveira, André Pinto da","1824","49","1","14","1","194","0.010204082"
"Carlota","Barros, José Ferreira de","1824","1","1","14","1","341"," "
"S João Batista"," ","1824","1","1","14","1","12"," "
"Primeira Estrela","Rodrigues, Cosme José","1824","1","1","14","1","223"," "
"Conceição Estrela","Álvares, José Maria","1824","1","1","14","1","219"," "
"S João Segunda Rosália"," ","1824","1","1","14","1","277"," "
"Carlota","Luís, Tomás","1824","1","1","14","1","317"," "
"Bonfim","Melo, Francisco José de","1824","49","1","14","1","160"," "
"Elisa"," ","1824","1","1","14","1","143"," "
"Carlota","Luís, Tomás","1824","1","1","14","1","368","0.031578947"
"Felicidade","Vale, Joaquim José do","1824","1","1","14","1","231","0.049382716"
"Caridade","Faria, João Antônio de","1824","1","1","14","1","211","0.053811659"
"S Benedito"," ","1824","1","1","14","1","434","0.02690583"
"Caridade","Ferreira, José dos Santos","1825","1","1","14","1","303"," "
"NS da Conceição de Maria"," ","1825","49","1","14","1","179"," "
"Sacramento"," ","1825","1","1","14","1","231"," "
"Henriqueta","Santos, João Cardoso dos","1825","1","1","14","1","504"," "
"S João Segunda Rosália"," ","1825","1","1","14","1","222"," "
"Carlota","Luís, Tomás","1825","1","1","14","1","352"," "
"Aurora"," ","1825","1","1","14","1","83"," "
"Sete de Março","Teixeira, Jacinto Alves","1825","1","1","14","1","92","0"
"Vigilante","Carvalho, Francisco Cândido da Silva e","1825","1","1","14","1","577","0.072347267"
"Africano Constitucional","Monteiro, Alexandre Correa Cardoso","1825","1","1","14","1","726","0.086792453"
"Seis de Fevereiro","Moreira, José Lopes da Costa (Jr)","1825","1","1","14","1","361","0.128019324"
"S José Diligente","Branco, Antônio Rodrigues","1825","1","1","14","1","519","0.005747126"
"Adamastor","Santos, Antônio Teodoro dos","1825","1","1","14","1","487","0.010162602"
"Velha de Deus","Lima, Inácio Gonçalves de","1825","1","1","14","1","295","0.139941691"
"Mercúrio","Ferreira, Francisco de Paula","1825","1","1","14","1","467","0.008492569"
"Conde dos Arcos","Silva, João Paulino da","1825","1","1","14","1","513","0.075675676"
"Nove de Janeiro","Lontra, Rafael Inácio da Fonseca","1825","1","1","14","1","572","0.037037037"
"Vulcano","Ferreira, Antônio José","1825","1","1","14","1","504","0.112676056"
"Maria Justina","Medeiros, Francisco Antônio de","1825","1","1","14","1","431","0.027088036"
"S Antônio Triunfo","Raposo, Antônio Joaquim da Silva","1825","1","1","14","1","298","0.256857855"
"S André Diligente","Araújo, Francisco José de","1825","1","1","14","1","323","0.058309038"
"Minerva","Braga, João Ribeiro de Castro","1825","1","1","14","1","469","0.091085271"
"Luís","Pacheco, José dos Santos","1825","1","1","14","1","579","0.008561644"
"Bom Jesus Triunfo","Lopes, João Crisóstomo Rodrigues","1825","1","1","14","1","542","0.143759874"
"Conde dos Arcos","Monteiro, Caetano Francisco","1825","1","1","14","1","375","0.0625"
"Lucrécia","Belém, João Maurício","1825","1","1","14","1","291","0.03"
"Trajano","Silva, Manoel Francisco da","1825","1","1","14","1","377","0.308256881"
"Três Corações","Santos, José Pedro dos","1825","1","1","14","1","674"," "
"Esperança","Loureiro, Joaquim José da Silva","1825","1","1","14","1","507","0.007827789"
"Despique","Vieira, Constantino Gomes","1825","1","1","14","1","421","0.252220249"
"Boa União","Franco, Joaquim Antônio","1825","1","1","14","1","394","0.08372093"
"Polifemo","Pedrosa, Manoel Carvalho","1825","1","1","14","1","486","0.037623762"
"Trajano","Melo, Francisco José de","1825","1","1","14","1","470","0.092664093"
"NS da Guia","Andrade, José Freire Alves de","1825","1","1","14","1","307","0.241975309"
"Tejo","Lisboa, José Antônio de Freitas","1825","1","1","14","1","587"," "
"Regeneradora","Fortes, Bento José Francisco","1825","49","1","14","1","245","0.02"
"Henriqueta","Silva, Manoel Lopes da","1825","1","1","14","1","586","0.018425461"
"Cometa","Moraes, José de","1825","1","1","14","1","658","0.003030303"
"Imperador do Brasil","Martins, Joaquim Custódio","1825","1","1","14","1","227","0.465882353"
"Mercantil","Marques, Gregório Maria","1825","1","1","14","1","722","0.010958904"
"Defensor Perpétuo","Mendonça, Antônio Maurício de","1825","1","1","14","1","311","0.00955414"
"Cotia","Paiva, José Martins de","1825","1","1","14","1","349","0.030555556"
"Espadarte","Madruga, Francisco Pereira Nunes","1825","1","1","14","1","452","0.030042918"
"Ativo","Rodrigues, Manoel José","1825","49","1","14","1","487","0.037549407"
"Triunfo da Inveja","Batista, Martinho José","1825","1","1","14","1","296","0.057324841"
"Caçador","Batalha, Luís Antônio","1825","1","1","14","1","522","0.007604563"
"Esperança","Rodrigues, Manoel Machado","1825","1","1","14","1","543","0.081218274"
"Pastora de Lima","Oliveira, José Malaquias de","1825","1","1","14","1","332","0.303983229"
"Marquês de Pombal","Silveira, João Antônio da","1825","1","1","14","1","459","0.004338395"
"Urânia","Silva, Joao Pedro da","1825","1","1","14","1","283","0.059800664"
"Júpiter","Afonso, Antônio Manoel","1825","1","1","14","1","399"," "
"Amália","Pinto, Manoel José Gonçalves da Costa","1825","1","1","14","1","740","0.026315789"
"Imperador do Brasil","Ferreira, Luís da Costa","1825","1","1","14","1","474","0.055776892"
"Santana Flor de Luanda","Braga, Antônio Manoel de Azevedo","1825","1","1","14","1","524","0.009451796"
"Torcata","Martins, Diogo Cândido","1825","49","1","14","1","295"," "
"General Rêgo","Alcântara, Marcelino José de","1825","49","1","14","1","415","0.028103044"
"Lucrécia","Barbosa, Francisco Borges","1825","1","1","14","1","338","0.005882353"
"Luís de Camões","Santos, José Antônio dos","1825","1","1","14","1","543","0.02862254"
"Ligeiro","Neves, Maximiliano José das","1825","1","1","14","1","384","0.04"
"Desengano Feliz","Oliveira, Antônio de (Neto)","1825","1","1","14","1","535","0.064685315"
"Desunião","Carvalho, Francisco Pires de","1825","7","1","2","3"," "," "
"Ulisses","Viana, Pedro José Correa","1825","76","1","10","3","606.1","1"
"Duarte Pacheco","Cunha, Manoel Lopes da","1825","1","1","14","1","535","0.044642857"
"Amizade dos Santos","Bastos, José Lopes de","1825","76","1","10","3","262","0.129568106"
"Sete de Março","Rodrigues, Francisco de Paula","1825","1","1","14","1","335","0.050991501"
"Deux Nantais","Pelletier, Charles","1824","1","1","14","1","460","0.047619048"
"Prosperina","Barrera, J A","1826","49","1","14","1","85"," "
"Zeagenes"," ","1826","49","1","14","1","200"," "
"Orestes","Mutio, J R","1826","122","1","3","3","212","0.256140351"
"Fingal","Urquijo, D","1826","122","1","3","3","58","0.049180328"
"Iris","Prieto, F","1826","4","1","1","2","100"," "
"Minerva","Fernandez, Manuel","1826","1","1","14","1","200"," "
"Nuevo Campeador","Botel, J","1826","122","1","3","3","263","0.132013201"
"San Pedro (a) Currutaco","Coll, Juan","1826","49","1","14","1","369.3991"," "
